1_name_lt;Beißender Frost
201595_fluff;Ihr Fluch wurde gebrochen ... nicht aber ihr Appetit auf rohes Fleisch.
201595_name;Prinzessin Adda
201595_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu.
201597_fluff;Eist kam nach Cintra, um Crach an Craite dabei zu helfen, die Hand von Prinzessin Pavetta zu gewinnen, doch am Ende gewann er das Herz ihrer Mutter für sich selbst.
201597_name;Eist Tuirseach
201597_tooltip;<keyword=order>Befehl</keyword>: Spiele einen Krieger aus deinem Friedhof aus.
201598_fluff;Die einfachsten Gegenstände haben manchmal die größte Macht.
201598_name;Knochentalisman
201598_tooltip;Verbessere alle verbündeten Einheiten um {Boost}.
201599_fluff;Er hasst es, wenn man ihm den Bauch krault.
201599_name;Werkater
201599_tooltip;<keyword=thrive>Gedeihen</keyword>.\n<keyword=deploy>Einsatz</keyword>: Füge allen gegnerischen Einheiten in der gegenüberliegenden Reihe {Damage} Schaden zu.\n<keyword=deathwish>Todeswunsch</keyword>: Wiederhole die <keyword=deploy>Einsatz</keyword>-Fähigkeit.
201600_fluff;Manche behaupten, Lykanthropie sei ansteckend - wer von einem Werwolf gebissen wird, verwandle sich selbst in einen. Hexer wissen natürlich, dass das Blödsinn ist. Allein ein mächtiger Fluch kann diese Krankheit hervorrufen.
201600_name;Werwolf
201600_tooltip;<keyword=immune>Immun</keyword>.
201601_fluff;Yennefer stellt man sich besser nicht in den Weg. Besonders nicht, wenn sie in Eile ist.
201601_name;Yennefers Beschwörung
201601_tooltip;Wähle eine Einheit oder ein Artefakt auf dem Schlachtfeld aus und platziere die Karte oben auf dem Deck ihres Besitzers.
201603_fluff;Warum trägt dieser Mönch nietenbesetzte Handschuhe ...?
201603_name;Letho: Königsmörder
201603_tooltip;<keyword=deploy>Einsatz</keyword>: Verwandle diese Einheit in die Kopie einer anderen Einheit, ohne ihre Stärke zu verändern.
201606_fluff;So fängt man Gabelschwänze: Schlag einen Pflock ein, binde eine Ziege daran und verbirg dich flugs im nächsten Gebüsch.
201606_name;Gabelschwanz
201606_tooltip;<keyword=deploy>Einsatz</keyword>: Füge allen anderen Einheiten {Damage} Schaden zu.
201609_fluff;Der Trick besteht darin, ihren Willen zu brechen - nicht ihre Knochen.
201609_name;Sklavenjäger
201609_tooltip;<keyword=deploy>Einsatz</keyword>: Befinden sich in der gegenüberliegenden Reihe mindestens {MaxTargets} Einheiten, <keyword=seize>ergreife</keyword> die schwächste gegnerische Einheit in der Reihe.
201610_fluff;Ein freier Mann hat die Wahl. Bei einem Sklaven wird die Wahl für ihn getroffen.
201610_name;Sklaveninfanterie
201610_tooltip;<keyword=deploy>Einsatz</keyword>: Verwandle eine verbündete Einheit in Sklaveninfanterie.
201611_fluff;Iorweth mag nur ein Auge haben, aber sein Weitblick sucht seinesgleichen.
201611_name;Iorweths Schachzug
201611_tooltip;Hast du mindestens {MaxTargets} Fallen in deinem Startdeck, spiele zwei zufällig gewählte Fallen aus.
201612_fluff;Was treibt einen Sklaventreiber an? Ein einziges Ziel: seine Befehle buchstabengetreu auszuführen.
201612_name;Sklaventreiber
201612_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu. Erhöhe den Schaden für jede <keyword=lock>blockierte</keyword> Einheit um {Damage2}.
201613_fluff;Ich habe die Fähigkeit meines Vaters geerbt, andere Formen anzunehmen - zumindest eine andere Form, in meinem Fall.
201613_name;Saesenthessis: Brand
201613_tooltip;<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu. \n<keyword=charge>Ladungen</keyword>: {Maxtargets}.
201615_fluff;Vor uns liegt der Elskerdeg-Pass und hinter dem Pass Serrikanien und Haakland. Vor uns liegt ein langer und gefährlicher Weg. Wenn wir ihn gemeinsam gehen wollen ... Lasst uns das Misstrauen ablegen.
201615_name;Isengrims Rat
201615_tooltip;Sieh dir eine(n) zufällig ausgewählte(n) Zwerg/Dryaden/Elfen in deinem Deck an und spiele dann eine der Karten aus.
201616_fluff;Oh Große Sonne, die du am Himmel stehst, erlöse uns von den Läusen, die so hartnäckig unsere Unterhosen heimsuchen.
201616_name;Meister der Tarnung
201616_tooltip;<keyword=order>Befehl</keyword>: Tausche die Stärke dieser Einheit mit der Stärke einer gegnerischen Einheit.
201617_fluff;Er hat keine Fragen zu stellen, er hat einfach ... eine verdammte Kartoffel nach der nächsten zu schälen.
201617_name;Rekrut
201617_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=reveal>Enthülle</keyword> in beiden Decks eine zufällig gewählte Einheit. Wenn deine stärker ist, verbessere diese Einheit um {Boost}.
201618_fluff;Trotz seiner vielen berühmten Tugenden, allen voran sein unbezwingbarer Mut, entging auch Seltkirk nicht dem Schicksal, das alle traf, die in der Schlacht von Ober-Aedirn ihr Leben verloren.
201618_name;Seltkirk von Guleta
201618_tooltip;<keyword=order>Befehl</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=duel>Duelliere</keyword> dich mit einer gegnerischen Einheit.
201619_fluff;Wird sie helfen? Wer weiß. Sollte aber nicht schaden. Wahrscheinlich.
201619_name;Salbe
201619_tooltip;Verbessere einen Bronzesoldaten um {Boost} und wiederhole seine <keyword=deploy>Einsatz</keyword>-Fähigkeit.
201620_fluff;Der General dachte, der Krieg um die Niedermark wäre schnell vorbei und das mit minimalen Verlusten ... Und dann sollte er ihn bis in alle Ewigkeit kämpfen.
201620_name;Vandergrift
201620_tooltip;<keyword=order>Befehl</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer Einheit {Damage} Schaden zu.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.\nKontrollierst du Vandergrifts Klinge, füge einer Einheit stattdessen {Damage2} Schaden zu.
201621_fluff;Wir leben auf einer friedlichen Insel der Ignoranz inmitten der schwarzen Meere der Unendlichkeit. Es war nie vorherbestimmt, dass wir so weit reisen.
201621_name;Kiyan
201621_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit Schaden in Höhe der Anzahl von Kiyans <keyword=charge>Ladungen</keyword> zu.\n<keyword=charge>Ladungen</keyword>: {Charges}.
201622_fluff;Nicht alle Männer im kaedwenischen Heer unterstützen die Politik ihres Königs. Doch kein einziger würde es wagen, dies laut auszusprechen.
201622_name;Kaedwen-Ritter
201622_tooltip;<keyword=deploy>Einsatz</keyword>: Wird diese Einheit aus dem Deck ausgespielt, verbessere sie um {Boost}.
201623_fluff;Die meisten Männer machen sich beim Anblick eines gewaltigen Wildschweins in die Hosen und klettern den nächsten Baum hinauf. Ein Skelliger dagegen - dem läuft das Wasser im Mund zusammen.
201623_name;Riesiges Wildschwein
201623_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Verbessere diese Einheit für jede beschädigte Einheit um {Boost}.
201624_fluff;Dazu verflucht, immer ein und denselben Tag aufs Neue zu durchleben. Genau wie die Angestellten der Cianfanelli-Bank.
201624_name;Kaedwen-Wiedergänger
201624_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu. Wenn sie zerstört wurde, <keyword=spawn>generiere</keyword> eine einfache Kopie von Kaedwen-Wiedergänger und <keyword=summon>rufe</keyword> sie in diese Reihe herbei.
201625_fluff;Er kämpft einen endlosen Krieg, an dessen Beginn er sich nicht mehr erinnern kann.
201625_name;Verfluchter Ritter
201625_tooltip;<keyword=deploy>Einsatz</keyword>: Verwandle eine verbündete Einheit, die kein Verfluchter Ritter ist, in einen Verfluchten Ritter, ohne ihre Stärke zu verändern.
201626_fluff;Zireael besitzt große Macht, die sie nicht kontrollieren kann. Sie ist eine Gefahr für sich und andere. Bis sie lernt, sie zu kontrollieren, sollte sie isoliert bleiben.
201626_name;Ciri: Nova
201626_tooltip;Ist diese Einheit zu Beginn des Zugs die einzige Einheit auf deinem Friedhof, <keyword=summon>rufe</keyword> sie in eine zufällig gewählte verbündete Reihe herbei.
201627_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201627_name;Shøp mach blau
201627_tooltip;<keyword=doomed>Verdammt</keyword>.\nWenn dein Startdeck keine Duplikate enthält, schicke Shøp auf ein Abenteuer.
201628_fluff;Verboten? Ja. Eliminiert? Ganz und gar nicht.
201628_name;Verbotene Magie
201628_tooltip;Füge einer gegnerischen Einheit für jeden verbündeten Geist {Damage} Schaden zu.
201630_fluff;Sabrinas Fluch verschonte niemanden, nicht einmal ihre Zauberinnenkollegen.
201630_name;Verworfene Zauberin
201630_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.
201631_fluff;Menschen hassen Doppler so sehr, dass ihnen eine einfache Hinrichtung nicht genug ist. Daher fesseln sie sie an einen Pfahl, packen sie dick in Lehm und backen sie im Feuer.
201631_name;Doppler
201631_tooltip;<keyword=deploy>Einsatz</keyword>: Wähle eine Einheit auf deiner Hand aus und verbessere diese Einheit um die Anzahl der Einheiten auf deiner Hand, mit der sie ihre primäre Kategorie teilt.
201632_fluff;"Was steht auf dieser Klinge? Ist das ein Fluch?" "Nein. Eine Beleidigung."
201632_name;Sihil
201632_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.\nWann immer Sihil eine gegnerische Einheit zerstört, erhöhe den Schaden der <keyword=order>Befehl</keyword>-Fähigkeit von Sihil um {Damage2}, bis es vom Schlachtfeld woanders hin verschoben wird.
201633_fluff;Manche Waffen sind in allen Nördlichen Königreichen verboten, da sie unvorstellbar grausame Wunden schlagen.
201633_name;Blutiger Flegel
201633_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit Schaden in Höhe der Anzahl der <keyword=charge>Ladungen</keyword> von Blutiger Flegel zu. Entferne dann sämtliche <keyword=charge>Ladungen</keyword> von dieser Einheit.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nWann immer eine verbündete Einheit <keyword=charge>Ladungen</keyword> erhält, gib dieser Einheit dieselbe Menge.
201634_fluff;Nur ein Kiesel und wir sind alle verloren.
201634_name;Bekkers Felsrutsch
201634_tooltip;Füge einer Einheit {Damage} Schaden zu.
201635_fluff;Göttliche Gonaden, Hexer, was soll ich mit dieser Sauerei?! "Bring mir den Kopf dieser Bestie!" war nur eine verfluchte Redensart!
201635_name;Glorreiche Jagd
201635_tooltip;Zerstöre die Einheit mit der höchsten Basisstärke.
201636_fluff;Gehasst von den Menschen, verachtet von den Elfen und bei Spielen auf dem Schulhof immer als Letztes ausgewählt. Kein Wunder, dass Halbelfen Komplexe haben.
201636_name;Halbelfischer Jäger
201636_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit für jedes Artefakt unter deiner Kontrolle {Damage} Schaden zu.
201637_fluff;In Serrikanien durchdringt die Anbetung der Drachen jeden Aspekt des täglichen Lebens. Es ist also wenig überraschend, dass auch Waffen nach ihnen benannt werden.
201637_name;Drachentraum
201637_tooltip;Wende folgenden Effekt auf eine gegnerische Reihe an:\nLass nach {Counter} Zug/Zügen zu Beginn des Zugs diese Einheit explodieren und füge so allen Einheiten in dieser Reihe {Damage} Schaden zu.
201638_fluff;Man sagt, dass Elfen keine Spuren im Schnee hinterlassen. Aber "man" ist nur ein Haufen brabbelnder Dorftrottel.
201638_name;Elfenspäher
201638_tooltip;Wann immer eine verbündete Falle ausgelöst wird, verbessere diese Einheit um {Boost}.
201639_fluff;Klopf, klopf ... jemand zu Hause?
201639_name;Garnison
201639_tooltip;Verbessere eine Einheit um {Boost}.
201642_fluff;Sieht zwar beeindruckend aus, ist aber nicht besser als ein Buttermesser.
201642_name;Verziertes Schwert
201642_tooltip;postponed
201643_fluff;Elfenklingen sind leicht, schlagen aber tiefe Wunden.
201643_name;Elfenklinge
201643_tooltip;postponed
201644_fluff;Niemand würde mich für eine gute Rüstungsschmiedin halten - mich, einen Menschen, obendrein noch eine Frau. Aber einen Zwergenschmied schon ...
201644_name;Joana
201644_tooltip;<keyword=order>Befehl</keyword>: <keyword=heal>Heile</keyword> eine verbündete Einheit um {Boost}.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nWann immer eine benachbarte Einheit Schaden erleidet, gib dieser Einheit {Charges2} <keyword=charge>Ladung</keyword>.
201645_fluff;Wenn das hier dich niederschlägt, stehst du nicht mehr auf.
201645_name;Schmetterfalle
201645_tooltip;<keyword=ambush>Überfall</keyword>: Füge nach {Counter} Zug/Zügen zu Beginn des Zugs allen gegnerischen Einheiten in der Reihe mit den meisten Einheiten {Damage} Schaden zu.\n<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Drehe diese Einheit um und füge allen Einheiten in einer Reihe {Damage2} Schaden zu.
201646_fluff;Was immer diesen Wahnsinn verursacht hat, es muss entsetzlich gewesen sein ...
201646_name;Derran
201646_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Verschiebe bis zu {MaxTargets} Karten aus deinem Deck auf deinen Friedhof.
201647_fluff;Eines Tages, lieber Junge mein, wirst vielleicht du getroffen von einem Stein.
201647_name;Felssperrfeuer
201647_tooltip;Füge einer gegnerischen Einheit {Damage} Schaden zu und verschiebe sie in die andere Reihe.
201648_fluff;Seltkirk zerschmetterte Vandergrifts Schwert während eines Turniers in Ard Carraigh. In seiner Wut gab Vandergrift später ein neues Schwert in Auftrag, das mit mächtigen Runensteinen verzaubert war.
201648_name;Vandergrifts Klinge
201648_tooltip;Wann immer du einen Soldaten in diese Reihe ausspielst, verbessere ihn um {Boost}.
201650_fluff;Mit ihrem letzten Atemzug sprach Sabrina Glevissig einen mächtigen Fluch, der nicht nur ihre Henker traf, sondern alle, die in der Nähe standen.
201650_name;Sabrinas Inferno
201650_tooltip;Füge jeder Einheit, die kein Geist ist, {Damage} Schaden zu. Werden dabei Einheiten zerstört, setze die Fähigkeit erneut ein.
201653_fluff;Vor langer Zeit fand in Mahakam ein Hornbläser-Wettbewerb statt. An jenem Tage machten die Zwerge eine wichtige Entdeckung: Laute Geräusche und schneebedeckte Gipfel vertragen sich nicht gut.
201653_name;Mahakamer Horn
201653_tooltip;<keyword=ambush>Überfall</keyword>: Verbessere die dieser Einheit benachbarten Einheiten um {Boost}, wenn dein Gegner passt.
201656_fluff;Halt den Speer fest, Schwächling! Nicht ein einziges Pferd darf passieren!
201656_name;Meisterlicher Speer
201656_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu. \n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
201657_fluff;Ein echter Blickfang.
201657_name;Parasit
201657_tooltip;Füge einer gegnerischen Einheit {Damage} Schaden zu oder verbessere eine verbündete Einheit um {Boost}.
201659_fluff;Es ist eine Winde. Mehr gibt's dazu nicht zu sagen.
201659_name;Winde
201659_tooltip;Spiele eine Bronzemaschine aus deinem Friedhof aus.
201660_fluff;Aus dem Wald ist noch keiner wieder lebendig rausgekommen ...
201660_name;Ruehin
201660_tooltip;<keyword=deathwish>Todeswunsch</keyword>: <keyword=summon>Rufe</keyword> diese Einheit am Ende des Zugs von deinem Friedhof in eine zufällig gewählte verbündete Reihe herbei.
201661_fluff;Baut Brücken, keine Mauern.
201661_name;Wachposten
201661_tooltip;postponed
201662_fluff;Ich vertraue mein Leben nicht dem Zufall an. Ich vertraue es einer dicken Schicht Leichengift auf meiner Klinge an.
201662_name;Leichengift
201662_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Zerstöre diese Einheit und alle Einheiten, deren Stärke der Anzahl an <keyword=charge>Ladungen</keyword> von Leichengift entspricht.\n<keyword=charge>Ladungen</keyword>: {Charges2}.\nGib dieser Einheit jeden Zug zu Beginn des Zugs und wann immer du einen Taktikkarte ausspielst {Charges} <keyword=charge>Ladung</keyword>.
201664_fluff;"Auge um Auge" hört erst auf, wenn die ganze Welt erblindet ist.
201664_name;Vrygheff
201664_tooltip;<keyword=deploy>Einsatz</keyword>: Aktiviere die <keyword=deploy>Einsatz</keyword>-Fähigkeit aller benachbarten Bronzesoldaten.
201676_fluff;Niemand schmuggelt so viel Nahrung zu den Elfen der Blauen Berge wie Gale. Er bringt ihnen säckeweise Steckrüben und Lauch, den sie besonders lieben.
201676_name;Pavko Gale
201676_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu. \n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
201696_fluff;Bewegt euch! Ist 'ne verdammte Falle!
201696_name;Paulie Dahlberg
201696_tooltip;<keyword=order>Befehl</keyword>: Verbessere die Einheit links von dieser Einheit um {Boost} oder mach die Einheit rechts von dieser Einheit <keyword=immune>immun</keyword>.
201697_fluff;Die Vampire sind sich einig: Diesen Trank zu trinken ist extrem unsportlich.
201697_name;Schwarzes Blut
201697_tooltip;Das nächste Mal, wenn eine gegnerische Einheit verbessert wird, zerstöre sie und diese Einheit.
201698_fluff;Einige Nekrophagen haben derart großen Geschmack an Menschenfleisch gefunden, dass ihnen das Ausgraben von Leichen nicht mehr genügt ...
