1_name_lt;Escarcha heladora
201606_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a todas las demás unidades.
201609_fluff;El truco está en quebrar su voluntad, no sus huesos.
201609_name;Cazador de esclavos
201609_tooltip;<keyword=deploy>Despliegue</keyword>: si hay {MaxTargets} o más unidades en la fila opuesta, <keyword=seize>toma</keyword> al enemigo inferior de esa fila.
201610_fluff;Un hombre libre tiene elección. Las elecciones de un esclavo las toman por él.
201610_name;Infantería esclava
201610_tooltip;<keyword=deploy>Despliegue</keyword>: transforma una unidad aliada en Infantería esclava.
201611_fluff;Puede que Iorveth solo tenga un ojo, pero su visión interior no tiene igual.
201611_name;Maniobra de Iorveth
201611_tooltip;Si tienes {MaxTargets} trampas o más en tu baraja inicial, juega 2 de ellas al azar.
201612_fluff;¿Qué motivaciones tiene un esclavista? Solo una: que cumplan sus órdenes al pie de la letra.
201612_name;Esclavista
201612_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Aumenta el daño en {Damage2} por cada unidad <keyword=lock>bloqueada</keyword>.
201613_fluff;He heredado de mi padre la capacidad de asumir otras formas. Bueno, solo una forma en mi caso.
201613_name;Saesenthessis: Flama
201613_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=charge>Cargas</keyword>: {Maxtargets}.
201615_fluff;Nos espera el desfiladero de Elskerdeg, y más allá Zerrikania y Hakland. Es un camino largo y peligroso. Si vamos a recorrerlo juntos..., hay que superar los recelos.
201615_name;Consejo de Isengrim
201615_tooltip;Mira una carta aleatoria enano, una dríade y una elfo de tu baraja, y luego juega una.
201616_fluff;Oh, Gran Sol que brillas en los cielos, líbranos de los piojos que con tanta obstinación infestan nuestros pololos.
201616_name;Maestro del disfraz
201616_tooltip;<keyword=order>Orden</keyword>: intercambia el poder de esta unidad con el poder de un enemigo.
201617_fluff;No estaba allí para razonar, no estaba sino... para pelar patatas una tras otra.
201617_name;Recluta
201617_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=reveal>revela</keyword> una unidad aleatoria en ambas barajas. Si la tuya tiene mayor poder, se potencia en {Boost}.
201618_fluff;Aunque fue célebre por sus numerosas virtudes, la mayor de ellas su valor indómito, Seltkirk no se libró del destino que hallaron todos los que murieron en la batalla del Alto Aedirn.
201618_name;Seltkirk de Guleta
201618_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: reta a un <keyword=duel>duelo</keyword> a una unidad enemiga.
201619_fluff;¿Ayudará? Quién sabe. Aunque mal no hará. Probablemente.
201619_name;Ungüento
201619_tooltip;Potencia a un soldado de bronce en {Boost} y repite su habilidad de <keyword=deploy>despliegue</keyword>.
201620_fluff;El general pensaba que la guerra por Lormark terminaría rápido, con bajas mínimas..., pero acabó librándola por toda la eternidad.
201620_name;Vandergrift
201620_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.\nSi controlas Hoja de Vandergrift, inflige {Damage2} de daño a una unidad en su lugar.
201621_fluff;Vivimos en una plácida isla de ignorancia en mitad de oscuros mares infinitos, y no estábamos destinados a viajar muy lejos.
201621_name;Kiyan
201621_tooltip;<keyword=order>Orden</keyword>: inflige a una unidad un daño igual al número de <keyword=charge>cargas</keyword> de Kiyan.\n<keyword=charge>Cargas</keyword>: {Charges}.
201622_fluff;No todos los miembros del ejército kaedweni apoyan las políticas de su rey. Pero ni uno solo se atrevería a decirlo en voz alta.
201622_name;Caballero kaedweni
201622_tooltip;<keyword=deploy>Despliegue</keyword>: si se juega desde la baraja, se potencia en {Boost}.
201623_fluff;La mayoría de los hombres, cuando ven un jabalí gigantesco en el bosque, mojan los pantalones y corren a trepar al árbol más cercano. A un guerrero de Skellige, sin embargo, se le cae la baba.
201623_name;Jabalí gigantesco
201623_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: se potencia en {Boost} por cada unidad dañada.
201624_fluff;Condenado a repetir el mismo día una y otra vez, como los empleados del banco de los Cianfanelli.
201624_name;Renacido kaedweni
201624_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad. Si la destruye, <keyword=spawn>genera</keyword> una copia base de Renacido kaedweni y la <keyword=summon>invoca</keyword> a esta fila.
201625_fluff;Libra una guerra interminable, cuyo comienzo ya ni recuerda.
201625_name;Caballero maldito
201625_tooltip;<keyword=deploy>Despliegue</keyword>: transforma una unidad aliada que no sea un Caballero maldito en un Caballero maldito sin cambiar su poder.
201626_fluff;Zireael posee un gran poder que no puede controlar. Es un peligro, tanto para ella misma como para los demás. Hasta que aprenda a controlarlo, debe permanecer aislada.
201626_name;Ciri: Nova
201626_tooltip;Al comienzo del turno, si esta es la única unidad que hay en tu cementerio, se <keyword=summon>invoca</keyword> a una fila aliada aleatoria.
201627_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201627_name;Día libre de Troco
201627_tooltip;<keyword=doomed>Condenado</keyword>.\nSi tu baraja inicial no tiene duplicados, envía a Troco de aventuras.
201628_fluff;¿Prohibida? Sí. ¿Erradicada? Ni de lejos.
201628_name;Magia prohibida
201628_tooltip;Inflige {Damage} de daño a un enemigo por cada espectro aliado.
201630_fluff;Nadie se libró de la maldición de Sabrina, ni siquiera sus colegas de profesión.
201630_name;Hechicera condenada
201630_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.
201631_fluff;Los humanos odian tanto a los dopplers que creen que una simple ejecución no es suficiente. Por eso, atan a una estaca a los que atrapan, los cubren de arcilla y los asan en una hoguera.
201631_name;Doppler
201631_tooltip;<keyword=deploy>Despliegue</keyword>: elige una unidad de tu mano y luego se potencia en el número total de unidades de tu mano que tengan la misma categoría principal que esa unidad.
201632_fluff;«¿Qué hay escrito en esta espada? ¿Una maldición?». «No, un insulto».
201632_name;Sihil
201632_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.\nCada vez que Sihil destruye a un enemigo, aumenta el daño de <keyword=order>orden</keyword> de Sihil en {Damage2} hasta que se retire del campo de batalla.
201633_fluff;Hay armas prohibidas en todos los Reinos del Norte, pues infligen heridas más horribles de lo que se pueda imaginar.
201633_name;Mayal sangriento
201633_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: inflige a un enemigo un daño igual al número de <keyword=charge>cargas</keyword> de Mayal sangriento y luego elimina todas las <keyword=charge>cargas</keyword>.\n<keyword=charge>Cargas</keyword>: {Charges}.\nCada vez que una unidad aliada obtiene <keyword=charge>cargas</keyword>, obtiene la misma cantidad.
201634_fluff;Una piedra y estamos acabados.
201634_name;Alud de Bekker
201634_tooltip;Inflige {Damage} de daño a una unidad.
201635_fluff;¡Por las gónadas de los dioses, brujo, ¿por qué me has traído esta porquería?! ¡Cuando dije «¡quiero la cabeza de esa bestia!», era solo una condenada forma de hablar!
201635_name;Caza gloriosa
201635_tooltip;Destruye la unidad con mayor poder base.
201636_fluff;Odiados por los humanos, denigrados por los elfos y siempre los últimos a los que elegían para jugar en el patio. No es de extrañar que los medio elfos estén resentidos.
201636_name;Cazador medio elfo
201636_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo por cada artefacto que controles.
201637_fluff;En Zerrikania, el culto al dragón domina todos los aspectos de la vida cotidiana. De ahí que no resulte extraño que bauticen armas en su honor.
201637_name;Sueño del dragón
201637_tooltip;Aplica este efecto de fila a una fila enemiga:\nTras {Counter} turnos, al comienzo del turno, explota e inflige {Damage} de daño a todas las unidades de esta fila.
201638_fluff;Se cuenta que los elfos no dejan huellas en la nieve, pero quienes dicen eso no son más que una panda de idiotas pueblerinos que no sueltan más que chorradas.
201638_name;Exploradora elfa
201638_tooltip;Cada vez que se activa una trampa aliada, se potencia en {Boost}.
201639_fluff;Toc, toc..., ¿Hay alguien en casa?
201639_name;Guarnición
201639_tooltip;Potencia a una unidad en {Boost}.
201642_fluff;Su aspecto impresiona, pero no vale más que para untar mantequilla.
201642_name;Espada ornamental
201642_tooltip;postponed
201643_fluff;Las espadas élficas son ligeras, pero infligen grandes heridas.
201643_name;Espada élfica
201643_tooltip;postponed
201644_fluff;A nadie se le ocurre que alguien como yo, humana y mujer, pueda ser una armera cualificada. Pero un herrero enano es otro cantar...
201644_name;Yoana
201644_tooltip;<keyword=order>Orden</keyword>: <keyword=heal>cura</keyword> a un aliado en {Boost}.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que una unidad adyacente recibe daño.
201645_fluff;Cuando esto te derriba, no vuelves a levantarte.
201645_name;Trampa aplastante
201645_tooltip;<keyword=ambush>Emboscada</keyword>: tras {Counter} turnos, al comienzo del turno, inflige {Damage} de daño a todas las unidades enemigas de la fila con más unidades.\n<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: da la vuelta e inflige {Damage2} de daño a todas las unidades de una fila.
201646_fluff;Lo que sea que haya causado su locura debe de ser terrorífico...
201646_name;Derran
201646_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: mueve hasta {MaxTargets} cartas de tu baraja a tu cementerio.
201647_fluff;Cuando seas viejo y estés hecho un asco, podría caerte encima un peñasco.
201647_name;Aluvión de rocas
201647_tooltip;Inflige {Damage} de daño a un enemigo y lo mueve a la otra fila.
201648_fluff;Seltkirk la hizo añicos durante un torneo de caballeros en Ard Carraigh. Después de eso, Vandergrift, enfurecido por la pérdida de su arma, ordenó que forjaran una nueva, esta vez encantada con poderosas piedras rúnicas.
201648_name;Hoja de Vandergrift
201648_tooltip;Cada vez que juegues un soldado en esta fila, lo potencia en {Boost}.
201650_fluff;En su lecho de muerte, Sabrina Glevissig lanzó una poderosa maldición que afectó no solo a sus verdugos, sino a todos los que andaban cerca.
201650_name;Infierno de Sabrina
201650_tooltip;Inflige {Damage} de daño a cada unidad que no sea espectro. Si destruye a alguna, repite esta habilidad una vez.
201653_fluff;Hace mucho tiempo, se celebró un concurso de sonar cuernos en Mahakam. Aquel día, los enanos hicieron un descubrimiento: los ruidos estridentes y los picos nevados no combinan bien.
201653_name;Cuerno de Mahakam
201653_tooltip;<keyword=ambush>Emboscada</keyword>: cuando tu rival pasa, potencia a las unidades adyacentes en {Boost}.
201656_fluff;¡Arriba esa lanza, alfeñique! ¡Que no pase ni un solo caballo!
201656_name;Lanza magistral
201656_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
201657_fluff;Entra por los ojos. Y no porque sea bonito.
201657_name;Parásito
201657_tooltip;Inflige {Damage} de daño a un enemigo o potencia a un aliado en {Boost}.
201659_fluff;Un cabrestante. Tampoco se puede decir gran cosa al respecto.
201659_name;Cabrestante
201659_tooltip;Juega una máquina de bronce de tu cementerio.
201660_fluff;Nadie se ha adentrado jamás en ese bosque y ha vivido para contarlo…
201660_name;Ruehin
201660_tooltip;<keyword=deathwish>Sueño mortal</keyword>: al final del turno, <keyword=summon>invoca</keyword> a esta unidad de tu cementerio a una fila aliada aleatoria.
201661_fluff;Construye puentes, no murallas.
201661_name;Centinela
201661_tooltip;postponed
201662_fluff;No confío mi vida al azar. La confío a una espesa capa de cadaverina en mi espada.
201662_name;Cadaverina
201662_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: se destruye a sí misma y a todas las unidades cuyo poder sea igual al número de <keyword=charge>cargas</keyword> de Cadaverina.\n<keyword=charge>Cargas</keyword>: {Charges2}.\nCada turno, al comienzo del turno, y cada vez que juegues una carta táctica, obtiene {Charges} <keyword=charge>carga</keyword>.
201664_fluff;«Ojo por ojo» y todo el mundo acaba ciego.
201664_name;Vrygheff
201664_tooltip;<keyword=deploy>Despliegue</keyword>: activa las habilidades de <keyword=deploy>despliegue</keyword> de los soldados de bronce adyacentes.
201676_fluff;Nadie ha pasado tanta comida de contrabando a los elfos de las Montañas Azules como Gale. Les llevaba sacos repletos de nabos y, lo que más apreciaban, puerros.
201676_name;Pavko Gale
201676_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
201696_fluff;¡Moved el culo! ¡Es una maldita trampa!
201696_name;Paulie Dahlberg
201696_tooltip;<keyword=order>Orden</keyword>: potencia a la unidad de la izquierda en {Boost} o convierte en <keyword=immune>inmune</keyword> a la unidad de la derecha.
201697_fluff;Todos los vampiros están de acuerdo en que usar esta poción es un ejemplo de poca deportividad.
201697_name;Sangre negra
201697_tooltip;La próxima vez que un enemigo reciba una potenciación, destruye a esa unidad y a sí misma.
201698_fluff;Algunos necrófagos le han tomado tanto el gusto a la carne humana, que ya no se contentan con desenterrar cadáveres...
201698_name;Ozzrel
201698_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=consume>consume</keyword> a una unidad del cementerio de tu rival.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=consume>consume</keyword> a una unidad de tu cementerio.
