1_name_lt;Froid mordant
201578_fluff;T'es dingue ? Tu veux mettre le cap sur Skellige ? Ces barbares vont te découper en rondelles !
201578_name;An Craite : maraudeur
201578_tooltip;<keyword=deploy>Déploiement</keyword>.\n<keyword=melee>Combat rapproché</keyword> : répartissez aléatoirement {Damage} point(s) de dégâts entre toutes les unités.
201579_fluff;Qu'est-ce qui est apparu en premier : l'œuf ou la poule ? Comparée à l'énigme qu'est le phénix, cette question paraît bien triviale.
201579_name;Phénix
201579_tooltip;Au début de la manche, si le Phénix est dans votre cimetière, <keyword=banish>bannissez</keyword>-le, puis <keyword=spawn>générez</keyword> un Jeune Phénix et <keyword=summon>invoquez</keyword>-le sur une ligne alliée aléatoire.
201580_fluff;Pourquoi quelque chose d'aussi trivial que la naissance devrait déterminer qui nous gouverne ?
201580_name;Usurpateur
201580_tooltip;Au début de la partie, neutralisez le chef ennemi pendant la durée de la bataille.
201581_fluff;Les maîtres des runes ophiris peuvent les combiner pour créer des mots runiques incroyablement puissants.
201581_name;Rune : Stribog
201581_tooltip;<keyword=create>Créez</keyword> et jouez une carte Bronze de Skellige.
201582_fluff;Je sens comme un froid entre cette pierre runique et moi… Ai-je fait quelque chose qui l'a vexée ?
201582_name;Rune : Zorya
201582_tooltip;<keyword=create>Créez</keyword> et jouez une carte Bronze des royaumes du Nord.
201583_fluff;Attention. Elle est encore chaude.
201583_name;Rune : Dajbog
201583_tooltip;<keyword=create>Créez</keyword> et jouez une carte Bronze du Nilfgaard.
201584_fluff;Mes lames sont si tranchantes qu'elles peuvent couper du papier !
201584_name;Rune : Devana
201584_tooltip;<keyword=create>Créez</keyword> et jouez une carte Bronze de faction Monstre.
201585_fluff;Je me sens défaillir rien qu'en la voyant…
201585_name;Rune : Morana
201585_tooltip;<keyword=create>Créez</keyword> et jouez une carte Scoia'tael Bronze.
201587_fluff;Elle va recouvrer ses forces, ailleurs, hors de notre portée. Et alors, le sang coulera à nouveau.
201587_name;Colline dolente
201587_tooltip;Détruisez une unité alliée, puis <keyword=spawn>générez</keyword> et jouez-en une copie de base.
201589_fluff;Je suis désolé, mais nous allons devoir vous tuer. C'est une solution purement pratique.
201589_name;Filavandrel aén Fidháil
201589_tooltip;<keyword=order>Ordre</keyword> : améliorez toutes les unités dans votre main de {Boost} point(s).
201595_fluff;Sa malédiction fut levée… mais elle conserva un appétit pour la viande crue.
201595_name;Princesse Adda
201595_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité.
201597_fluff;Eist se rendit à Cintra pour aider Crach an Craite à obtenir la main de la princesse Pavetta, mais ce fut finalement lui qui gagna le cœur de la mère de cette dernière.
201597_name;Eist Tuirseach
201597_tooltip;<keyword=order>Ordre</keyword> : jouez un Guerrier depuis votre cimetière.
201598_fluff;Le plus simple des objets possède parfois le plus grand des pouvoirs.
201598_name;Talisman d'os
201598_tooltip;Améliorez tous les alliés de {Boost} point(s).
201599_fluff;Il déteste qu'on lui gratte le ventre.
201599_name;Chat-garou
201599_tooltip;<keyword=thrive>Développement</keyword>.\n<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à toutes les unités ennemies situées sur la ligne opposée.\n<keyword=deathwish>Baroud d'honneur</keyword> : répétez la capacité de <keyword=deploy>déploiement</keyword>.
201600_fluff;D'aucuns disent la lycanthropie contagieuse : en se faisant mordre par un loup-garou, on en deviendrait un soi-même. Les sorceleurs savent que c'est absurde, bien sûr. Seule une puissante malédiction peut provoquer cet état.
201600_name;Loup-garou
201600_tooltip;<keyword=immune>Invulnérabilité</keyword>.
201601_fluff;Mieux vaut ne pas se mettre sur la route de Yennefer. Surtout quand elle est pressée.
201601_name;Invocation de Yennefer
201601_tooltip;Choisissez n'importe quel artefact ou unité sur le champ de bataille et placez-le sur le dessus du jeu de son propriétaire.
201603_fluff;Pourquoi ce moine porte-t-il des gants cloutés ?
201603_name;Letho : régicide
201603_tooltip;<keyword=deploy>Déploiement</keyword> : transformez la présente unité en une copie d'une autre unité, sans modifier sa force.
201606_fluff;Méthode pour appâter le foënard : plantez un piquet, attachez-y une chèvre puis embusquez-vous dans un bosquet voisin.
201606_name;Foënard
201606_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à toutes les unités.
201609_fluff;Le truc, c'est de les briser mentalement, mais pas physiquement.
201609_name;Chasseur d'esclaves
201609_tooltip;<keyword=deploy>Déploiement</keyword> : si la ligne opposée comporte {MaxTargets} unités ou plus, <keyword=seize>saisissez</keyword> l'ennemi disposant de la force la plus faible sur cette ligne.
201610_fluff;Un homme libre a le choix. Les choix de l'esclave lui sont dictés.
201610_name;Fantassin esclave
201610_tooltip;<keyword=deploy>Déploiement</keyword> : transformez une unité alliée en Fantassin esclave.
201611_fluff;Iorveth est peut-être borgne, mais sa perception est incomparable.
201611_name;Gambit de Iorveth
201611_tooltip;Si vous possédez {MaxTargets} pièges ou plus dans votre jeu de départ, jouez-en 2 aléatoirement depuis ce dernier.
201612_fluff;Quelles sont les motivations d'un esclavagiste ? Il n'en a en fait qu'une : faire exécuter ses ordres à la lettre.
201612_name;Esclavagiste
201612_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. Pour chaque unité ennemie <keyword=lock>verrouillée</keyword>, augmentez les dégâts infligés de {Damage2} point(s).
201613_fluff;J'ai hérité de la capacité de mon père à prendre d'autres formes. Enfin, une autre forme dans mon cas.
201613_name;Saesenthessis : feu
201613_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. \n{Maxtargets} <keyword=charge>utilisation(s)</keyword>.
201615_fluff;En voyant son visage à la lueur du feu de camp, ils frissonnèrent. Mais pas un soupir ne leur échappa à la vue de ce visage, sans doute magnifique autrefois, défiguré à présent par une affreuse balafre.
201615_name;Conseil d'Isengrim
201615_tooltip;Regardez un Nain, une Dryade et un Elfe aléatoire depuis votre jeu puis jouez-en un.
201616_fluff;Ô Grand Soleil, toi qui flottes dans le ciel, sauve-nous des poux qui s'entêtent à infester nos dessous.
201616_name;Maître-espion
201616_tooltip;<keyword=order>Ordre</keyword> : échangez la force de la présente unité avec celle d'un ennemi.
201617_fluff;Il n'y a pas à chercher d'explication, il n'y a qu'à… peler ces fichues patates l'une après l'autre.
201617_name;Recrue
201617_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=reveal>révélez</keyword> une unité aléatoire de chaque jeu. Si la vôtre dispose d'une force plus élevée, améliorez la présente unité de {Boost} point(s).
201618_fluff;Même s'il était réputé pour ses nombreuses qualités, et en premier lieu son grand courage, Seltkirk connut le même sort que tous ceux qui périrent durant la bataille du Haut-Aedirn.
201618_name;Seltkirk de Guletta
201618_tooltip;<keyword=order>Ordre</keyword>, <keyword=melee>Combat rapproché</keyword> : affrontez une unité ennemie en <keyword=duel>duel</keyword>.
201619_fluff;Cela servira-t-il à quelque chose ? Qui sait ? Cela ne peut pas faire de mal, en tout cas. Normalement.
201619_name;Onguent
201619_tooltip;Améliorez un Soldat Bronze de {Boost} point(s) et répétez sa capacité de <keyword=deploy>déploiement</keyword>.
201620_fluff;Le général pensait que la guerre pour la Basse-Marchie serait brève et peu coûteuse en vies… mais il se retrouva à la livrer pour l'éternité.
201620_name;Vandergrift
201620_tooltip;<keyword=order>Ordre</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à une unité.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).\nSi vous contrôlez la Lame de Vandergrift, infligez {Damage2} point(s) de dégâts à une unité à la place.
201621_fluff;Nous vivons sur une île tranquille d'ignorance au milieu des mers noires de l'infini, et nous n'étions pas censés voyager loin.
201621_name;Kiyan
201621_tooltip;<keyword=order>Ordre</keyword> : infligez à une unité un montant de dégâts équivalant au nombre d'<keyword=charge>utilisations</keyword> de Kiyan.\n{Charges} <keyword=charge>utilisation(s)</keyword>.
201622_fluff;Les soldats de l'armée de Kaedwen ne soutiennent pas tous la politique de leur roi. Cependant, aucun n'oserait le dire de vive voix.
201622_name;Chevalier de Kaedwen
201622_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez la présente unité de {Boost} point(s) si elle est jouée depuis le jeu.
201623_fluff;En voyant un sanglier énorme dans les bois, la plupart des hommes souillent leur pantalon et se hâtent de grimper en haut de l'arbre le plus proche. Un habitant de Skellige, en revanche, se contente de baver.
201623_name;Sanglier géant
201623_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : améliorez la présente unité de {Boost} point(s) pour chaque unité endommagée.
201624_fluff;Condamné à revivre encore et encore la même journée, comme les employés de la banque Cianfanelli.
201624_name;Revenant de Kaedwen
201624_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité. Si elle est détruite, <keyword=spawn>générez</keyword> une copie de base du Revenant de Kaedwen et <keyword=summon>invoquez</keyword>-la sur cette ligne.
201625_fluff;Il livre une guerre sans fin dont il ne se souvient plus comment elle a commencé.
201625_name;Chevalier maudit
201625_tooltip;<keyword=deploy>Déploiement</keyword> : transformez une unité alliée (Chevalier maudit exclu) en Chevalier maudit sans modifier sa force.
201626_fluff;Zireael possède un grand pouvoir qu'elle ne contrôle pas. Elle est un danger pour elle-même comme pour autrui. Il convient de l'isoler tant qu'il en sera ainsi.
201626_name;Ciri : nova
201626_tooltip;Au début du tour, <keyword=summon>invoquez</keyword> la présente unité sur une ligne alliée aléatoire si elle est seule dans votre cimetière.
201627_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201627_name;Repos d'Échøp
201627_tooltip;<keyword=doomed>Condamnée</keyword>.\nSi votre jeu de départ ne contient aucun doublon, envoyez Échøp à l'aventure.
201628_fluff;Interdite ? Oui. Éradiquée ? Certainement pas.
201628_name;Magie interdite
201628_tooltip;Infligez à un ennemi {Damage} point(s) de dégâts par allié Spectre.
201630_fluff;La malédiction de Sabrina n'épargna personne, pas même ses collègues.
201630_name;Magicienne damnée
201630_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.
201631_fluff;Les humains haïssent tant les dopplers qu'ils jugent leur simple exécution insuffisante. Ils attachent donc ceux qu'ils capturent à un pieu, les recouvrent d'une épaisse couche d'argile et les font cuire sur un feu.
201631_name;Doppler
201631_tooltip;<keyword=deploy>Déploiement</keyword> : choisissez une unité dans votre main, puis améliorez la présente unité du nombre d'unités dans votre main appartenant à la même catégorie principale.
201632_fluff;« Qu'est-ce qui est écrit sur cette lame ? Une malédiction ? » « Non. Une insulte. »
201632_name;Sihil
201632_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).\nLorsque Sihil détruit un ennemi, augmentez les dégâts d'<keyword=order>Order</keyword> infligés de {Damage2} point(s) jusqu'à ce qu'il soit déplacé sur le champ de bataille.
201633_fluff;Certaines armes ont été bannies dans tous les Royaumes du Nord, tant les blessures qu'elles infligent sont horribles.
201633_name;Fléau ensanglanté
201633_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : infligez à un ennemi un montant de dégâts égal au nombre d'<keyword=charge>utilisations</keyword> du Fléau ensanglanté, puis retirez toutes les <keyword=charge>utilisations</keyword>.\n{Charges} <keyword=charge>utilisation(s)</keyword>.\nChaque fois qu'une unité alliée gagne des <keyword=charge>utilisations</keyword>, la présente unité en gagne autant.
201634_fluff;Il suffirait qu'une pierre glisse et nous serions tous morts.
201634_name;Éboulement de Bekker
201634_tooltip;Infligez {Damage} point(s) de dégâts à une unité.
201635_fluff;Par les gonades des dieux, sorceleur, pourquoi m'as-tu apporté cette saleté ?! Quand je disais « Je veux la tête de cette bête ! », c'était façon de parler !
201635_name;Glorieuse chasse
201635_tooltip;Détruisez l'unité ayant la force de base la plus élevée.
201636_fluff;Haï par les hommes, dénigré par les elfes et toujours choisi en dernier lors des jeux à l'école. Pas étonnant que les demi-elfes aient tendance à en vouloir à tout le monde.
201636_name;Chasseur demi-elfe
201636_tooltip;<keyword=deploy>Déploiement</keyword> : infligez à un ennemi {Damage} point(s) de dégâts par artefact que vous contrôlez.
